vehicle_alias,vehicle_activity,start_time,end_time,software,user_name,team_name
VEHICLE0158,autonomous,2019-02-11 13:08:22,2019-02-11 13:08:43,software_v1,jyn.erso,Team D
VEHICLE0177,autonomous,2019-02-11 13:07:17,2019-02-11 13:08:44,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:08:44,2019-02-11 13:08:54,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:08:54,2019-02-11 13:09:02,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:09:02,2019-02-11 13:09:06,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:09:06,2019-02-11 13:09:17,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:09:17,2019-02-11 13:09:21,software_v1,leia.organa,Team D
VEHICLE0158,manual,2019-02-11 13:08:43,2019-02-11 13:09:21,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:09:21,2019-02-11 13:09:35,software_v1,jyn.erso,Team D
VEHICLE0177,manual,2019-02-11 13:09:21,2019-02-11 13:09:43,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:09:43,2019-02-11 13:09:47,software_v1,leia.organa,Team D
VEHICLE0158,autonomous,2019-02-11 13:09:35,2019-02-11 13:09:55,software_v1,jyn.erso,Team D
VEHICLE0158,autonomous,2019-02-11 13:09:55,2019-02-11 13:10:37,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:10:37,2019-02-11 13:10:41,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:10:41,2019-02-11 13:10:44,software_v1,jyn.erso,Team D
VEHICLE0158,autonomous,2019-02-11 13:10:44,2019-02-11 13:10:54,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:10:54,2019-02-11 13:11:06,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:11:06,2019-02-11 13:11:35,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:11:35,2019-02-11 13:11:39,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:11:39,2019-02-11 13:11:47,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:11:47,2019-02-11 13:11:51,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:11:51,2019-02-11 13:11:54,software_v1,jyn.erso,Team D
VEHICLE0158,autonomous,2019-02-11 13:11:54,2019-02-11 13:11:58,software_v1,jyn.erso,Team D
VEHICLE0158,autonomous,2019-02-11 13:11:58,2019-02-11 13:15:01,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:15:51,2019-02-11 13:15:59,software_v1,jyn.erso,Team D
VEHICLE0158,parked,2019-02-11 13:15:59,2019-02-11 13:17:31,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:17:31,2019-02-11 13:17:35,software_v1,jyn.erso,Team D
VEHICLE0158,parked,2019-02-11 13:17:35,2019-02-11 13:17:42,software_v1,jyn.erso,Team D
VEHICLE0177,parked,2019-02-11 13:09:47,2019-02-11 13:20:07,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:20:07,2019-02-11 13:20:11,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:20:11,2019-02-11 13:20:17,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:20:17,2019-02-11 13:20:46,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:20:46,2019-02-11 13:21:10,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:21:10,2019-02-11 13:21:17,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:21:17,2019-02-11 13:21:21,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:21:21,2019-02-11 13:22:01,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:22:01,2019-02-11 13:22:05,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:22:05,2019-02-11 13:22:11,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:22:11,2019-02-11 13:22:33,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:22:33,2019-02-11 13:23:05,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:23:05,2019-02-11 13:23:15,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:23:15,2019-02-11 13:23:29,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:23:29,2019-02-11 13:23:44,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:23:44,2019-02-11 13:23:48,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:23:48,2019-02-11 13:23:52,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:23:52,2019-02-11 13:24:15,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:24:15,2019-02-11 13:24:19,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:24:19,2019-02-11 13:24:26,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:24:26,2019-02-11 13:24:40,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:24:40,2019-02-11 13:25:00,software_v1,leia.organa,Team D
VEHICLE0158,manual,2019-02-11 13:17:42,2019-02-11 13:25:15,software_v1,jyn.erso,Team D
VEHICLE0177,autonomous,2019-02-11 13:25:00,2019-02-11 13:25:25,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:25:25,2019-02-11 13:25:29,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:25:29,2019-02-11 13:25:32,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:25:32,2019-02-11 13:25:39,software_v1,leia.organa,Team D
VEHICLE0158,manual,2019-02-11 13:25:15,2019-02-11 13:25:44,software_v1,jyn.erso,Team D
VEHICLE0158,manual,2019-02-11 13:25:44,2019-02-11 13:25:48,software_v1,jyn.erso,Team D
VEHICLE0177,autonomous,2019-02-11 13:25:39,2019-02-11 13:25:52,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:25:52,2019-02-11 13:26:02,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:26:02,2019-02-11 13:26:41,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:26:41,2019-02-11 13:27:28,software_v1,leia.organa,Team D
VEHICLE0177,autonomous,2019-02-11 13:27:28,2019-02-11 13:27:43,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:27:43,2019-02-11 13:27:53,software_v1,leia.organa,Team D
VEHICLE0177,manual,2019-02-11 13:27:53,2019-02-11 13:28:01,software_v1,leia.organa,Team D
VEHICLE0030,manual,2019-02-11 13:30:47,2019-02-11 13:30:50,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:30:50,2019-02-11 13:31:09,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:31:09,2019-02-11 13:31:34,software_v1,darth.maul,Team D
VEHICLE0158,parked,2019-02-11 13:25:48,2019-02-11 13:32:12,software_v1,jyn.erso,Team D
VEHICLE0030,parked,2019-02-11 13:31:34,2019-02-11 13:32:27,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:32:27,2019-02-11 13:32:30,software_v1,darth.maul,Team D
VEHICLE0030,autonomous,2019-02-11 13:32:30,2019-02-11 13:32:53,software_v1,darth.maul,Team D
VEHICLE0030,autonomous,2019-02-11 13:32:53,2019-02-11 13:32:56,software_v1,darth.maul,Team D
VEHICLE0030,autonomous,2019-02-11 13:32:56,2019-02-11 13:33:52,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:33:52,2019-02-11 13:33:59,software_v1,darth.maul,Team D
VEHICLE0030,parked,2019-02-11 13:33:59,2019-02-11 13:34:12,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:34:12,2019-02-11 13:34:15,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:34:15,2019-02-11 13:34:23,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:34:23,2019-02-11 13:34:39,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:34:39,2019-02-11 13:34:52,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:34:52,2019-02-11 13:35:28,software_v1,darth.maul,Team D
VEHICLE0030,parked,2019-02-11 13:35:28,2019-02-11 13:39:49,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:39:49,2019-02-11 13:39:56,software_v1,darth.maul,Team D
VEHICLE0030,autonomous,2019-02-11 13:39:56,2019-02-11 13:40:21,software_v1,darth.maul,Team D
VEHICLE0030,autonomous,2019-02-11 13:40:21,2019-02-11 13:40:25,software_v1,darth.maul,Team D
VEHICLE0177,autonomous,2019-02-11 13:28:01,2019-02-11 13:40:54,software_v1,leia.organa,Team D
VEHICLE0030,autonomous,2019-02-11 13:40:25,2019-02-11 13:41:13,software_v1,darth.maul,Team D
VEHICLE0030,autonomous,2019-02-11 13:41:13,2019-02-11 13:41:20,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:41:20,2019-02-11 13:42:09,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:42:09,2019-02-11 13:42:27,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:42:27,2019-02-11 13:42:40,software_v1,darth.maul,Team D
VEHICLE0065,manual,2019-02-11 13:41:55,2019-02-11 13:43:11,software_v2,luke.skywalker,Team C
VEHICLE0030,manual,2019-02-11 13:42:40,2019-02-11 13:43:18,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:43:18,2019-02-11 13:43:21,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:43:21,2019-02-11 13:43:29,software_v1,darth.maul,Team D
VEHICLE0030,autonomous,2019-02-11 13:43:29,2019-02-11 13:43:41,software_v1,darth.maul,Team D
VEHICLE0030,autonomous,2019-02-11 13:43:41,2019-02-11 13:43:45,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:43:45,2019-02-11 13:44:06,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:44:06,2019-02-11 13:44:31,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:44:31,2019-02-11 13:44:41,software_v1,darth.maul,Team D
VEHICLE0030,parked,2019-02-11 13:44:41,2019-02-11 13:44:58,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:44:58,2019-02-11 13:45:01,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:45:01,2019-02-11 13:45:12,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:45:12,2019-02-11 13:45:16,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:45:16,2019-02-11 13:45:45,software_v1,darth.maul,Team D
VEHICLE0065,parked,2019-02-11 13:43:11,2019-02-11 13:50:08,software_v2,luke.skywalker,Team C
VEHICLE0065,manual,2019-02-11 13:50:08,2019-02-11 13:50:59,software_v2,luke.skywalker,Team C
VEHICLE0065,manual,2019-02-11 13:50:59,2019-02-11 13:51:10,software_v2,luke.skywalker,Team C
VEHICLE0065,manual,2019-02-11 13:51:10,2019-02-11 13:51:23,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:51:23,2019-02-11 13:51:31,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:51:31,2019-02-11 13:51:38,software_v2,luke.skywalker,Team C
VEHICLE0030,parked,2019-02-11 13:45:45,2019-02-11 13:51:40,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:51:40,2019-02-11 13:51:52,software_v1,darth.maul,Team D
VEHICLE0065,manual,2019-02-11 13:51:38,2019-02-11 13:52:00,software_v2,luke.skywalker,Team C
VEHICLE0030,manual,2019-02-11 13:51:52,2019-02-11 13:52:03,software_v1,darth.maul,Team D
VEHICLE0065,autonomous,2019-02-11 13:52:00,2019-02-11 13:52:53,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:52:53,2019-02-11 13:52:56,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:52:56,2019-02-11 13:53:09,software_v2,luke.skywalker,Team C
VEHICLE0030,manual,2019-02-11 13:52:03,2019-02-11 13:53:13,software_v1,darth.maul,Team D
VEHICLE0065,autonomous,2019-02-11 13:53:09,2019-02-11 13:53:13,software_v2,luke.skywalker,Team C
VEHICLE0030,manual,2019-02-11 13:53:13,2019-02-11 13:53:20,software_v1,darth.maul,Team D
VEHICLE0030,parked,2019-02-11 13:53:20,2019-02-11 13:53:28,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:53:28,2019-02-11 13:53:35,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:53:35,2019-02-11 13:53:38,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:53:38,2019-02-11 13:53:45,software_v1,darth.maul,Team D
VEHICLE0065,autonomous,2019-02-11 13:53:13,2019-02-11 13:53:47,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:53:47,2019-02-11 13:53:51,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:53:51,2019-02-11 13:54:02,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:54:02,2019-02-11 13:54:09,software_v2,luke.skywalker,Team C
VEHICLE0030,manual,2019-02-11 13:53:45,2019-02-11 13:54:16,software_v1,darth.maul,Team D
VEHICLE0030,parked,2019-02-11 13:54:16,2019-02-11 13:54:23,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:54:23,2019-02-11 13:54:26,software_v1,darth.maul,Team D
VEHICLE0065,autonomous,2019-02-11 13:54:09,2019-02-11 13:54:35,software_v2,luke.skywalker,Team C
VEHICLE0030,manual,2019-02-11 13:54:26,2019-02-11 13:54:47,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:54:47,2019-02-11 13:54:51,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:54:51,2019-02-11 13:55:11,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 13:55:11,2019-02-11 13:55:15,software_v1,darth.maul,Team D
VEHICLE0065,autonomous,2019-02-11 13:54:35,2019-02-11 13:55:25,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:55:25,2019-02-11 13:55:48,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:55:48,2019-02-11 13:55:51,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:55:51,2019-02-11 13:56:06,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:56:06,2019-02-11 13:56:27,software_v2,luke.skywalker,Team C
VEHICLE0065,manual,2019-02-11 13:56:27,2019-02-11 13:56:30,software_v2,luke.skywalker,Team C
VEHICLE0065,manual,2019-02-11 13:56:30,2019-02-11 13:56:37,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:56:37,2019-02-11 13:56:51,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:56:51,2019-02-11 13:56:55,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:56:55,2019-02-11 13:57:06,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:57:06,2019-02-11 13:57:09,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:57:09,2019-02-11 13:57:16,software_v2,luke.skywalker,Team C
VEHICLE0065,manual,2019-02-11 13:57:16,2019-02-11 13:57:41,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:57:41,2019-02-11 13:57:45,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:57:45,2019-02-11 13:57:55,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:57:55,2019-02-11 13:58:41,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:58:41,2019-02-11 13:59:02,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:59:02,2019-02-11 13:59:09,software_v2,luke.skywalker,Team C
VEHICLE0158,manual,2019-02-11 13:59:03,2019-02-11 13:59:17,software_v1,angelica.schuyler,Team B
VEHICLE0065,manual,2019-02-11 13:59:09,2019-02-11 13:59:23,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:59:23,2019-02-11 13:59:30,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 13:59:30,2019-02-11 13:59:33,software_v2,luke.skywalker,Team C
VEHICLE0158,manual,2019-02-11 13:59:17,2019-02-11 13:59:43,software_v1,angelica.schuyler,Team B
VEHICLE0158,manual,2019-02-11 13:59:43,2019-02-11 13:59:47,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 13:59:33,2019-02-11 13:59:51,software_v2,luke.skywalker,Team C
VEHICLE0158,manual,2019-02-11 13:59:47,2019-02-11 14:00:34,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 13:59:51,2019-02-11 14:00:43,software_v2,luke.skywalker,Team C
VEHICLE0158,manual,2019-02-11 14:00:34,2019-02-11 14:00:46,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 14:00:43,2019-02-11 14:01:01,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 14:01:01,2019-02-11 14:01:08,software_v2,luke.skywalker,Team C
VEHICLE0030,parked,2019-02-11 13:55:15,2019-02-11 14:01:16,software_v1,darth.maul,Team D
VEHICLE0065,autonomous,2019-02-11 14:01:08,2019-02-11 14:01:39,software_v2,luke.skywalker,Team C
VEHICLE0158,manual,2019-02-11 14:00:46,2019-02-11 14:01:45,software_v1,angelica.schuyler,Team B
VEHICLE0158,manual,2019-02-11 14:01:45,2019-02-11 14:01:49,software_v1,angelica.schuyler,Team B
VEHICLE0030,manual,2019-02-11 14:01:16,2019-02-11 14:01:58,software_v1,darth.maul,Team D
VEHICLE0158,manual,2019-02-11 14:01:49,2019-02-11 14:02:03,software_v1,angelica.schuyler,Team B
VEHICLE0030,manual,2019-02-11 14:01:58,2019-02-11 14:02:18,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 14:02:18,2019-02-11 14:02:22,software_v1,darth.maul,Team D
VEHICLE0030,manual,2019-02-11 14:02:22,2019-02-11 14:02:25,software_v1,darth.maul,Team D
VEHICLE0065,autonomous,2019-02-11 14:01:39,2019-02-11 14:03:01,software_v2,luke.skywalker,Team C
VEHICLE0065,manual,2019-02-11 14:03:01,2019-02-11 14:03:11,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 14:03:11,2019-02-11 14:03:21,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 14:03:21,2019-02-11 14:03:25,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 14:03:25,2019-02-11 14:03:39,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 14:03:39,2019-02-11 14:03:43,software_v2,luke.skywalker,Team C
VEHICLE0158,parked,2019-02-11 14:02:03,2019-02-11 14:03:57,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 14:03:43,2019-02-11 14:04:28,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 14:04:28,2019-02-11 14:04:36,software_v2,luke.skywalker,Team C
VEHICLE0158,manual,2019-02-11 14:03:57,2019-02-11 14:04:57,software_v1,angelica.schuyler,Team B
VEHICLE0158,autonomous,2019-02-11 14:04:57,2019-02-11 14:05:00,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 14:04:36,2019-02-11 14:05:02,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 14:05:02,2019-02-11 14:05:06,software_v2,luke.skywalker,Team C
VEHICLE0158,autonomous,2019-02-11 14:05:00,2019-02-11 14:05:15,software_v1,angelica.schuyler,Team B
VEHICLE0158,autonomous,2019-02-11 14:05:15,2019-02-11 14:05:21,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 14:05:06,2019-02-11 14:05:22,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 14:05:22,2019-02-11 14:05:26,software_v2,luke.skywalker,Team C
VEHICLE0158,autonomous,2019-02-11 14:05:21,2019-02-11 14:05:37,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 14:05:26,2019-02-11 14:05:39,software_v2,luke.skywalker,Team C
VEHICLE0158,autonomous,2019-02-11 14:05:37,2019-02-11 14:05:41,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 14:05:39,2019-02-11 14:05:43,software_v2,luke.skywalker,Team C
VEHICLE0158,manual,2019-02-11 14:05:41,2019-02-11 14:05:55,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 14:05:43,2019-02-11 14:06:01,software_v2,luke.skywalker,Team C
VEHICLE0065,manual,2019-02-11 14:06:01,2019-02-11 14:06:19,software_v2,luke.skywalker,Team C
VEHICLE0158,manual,2019-02-11 14:05:55,2019-02-11 14:06:29,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 14:06:19,2019-02-11 14:06:37,software_v2,luke.skywalker,Team C
VEHICLE0065,autonomous,2019-02-11 14:06:37,2019-02-11 14:06:44,software_v2,luke.skywalker,Team C
VEHICLE0158,manual,2019-02-11 14:06:29,2019-02-11 14:07:14,software_v1,angelica.schuyler,Team B
VEHICLE0065,autonomous,2019-02-11 14:06:44,2019-02-11 14:07:16,software_v2,luke.skywalker,Team C
VEHICLE0030,parked,2019-02-11 14:02:25,2019-02-11 14:07:17,software_v1,darth.maul,Team D
VEHICLE0158,autonomous,2019-02-11 14:07:14,2019-02-11 14:07:17,software_v1,angelica.schuyler,Team B
